Date,DateKey,Year,Quarter,QuarterName,Month,MonthName,MonthShort,YearMonth,Day,DayOfWeek,DayName,IsWeekend,_gold_built_at
2021-08-17,20210817,2021,3,Q3,8,August,Aug,2021-08,17,2,Tuesday,False,2026-06-24 00:14:59.277238
2021-08-18,20210818,2021,3,Q3,8,August,Aug,2021-08,18,3,Wednesday,False,2026-06-24 00:14:59.277238
2021-08-19,20210819,2021,3,Q3,8,August,Aug,2021-08,19,4,Thursday,False,2026-06-24 00:14:59.277238
2021-08-20,20210820,2021,3,Q3,8,August,Aug,2021-08,20,5,Friday,False,2026-06-24 00:14:59.277238
2021-08-21,20210821,2021,3,Q3,8,August,Aug,2021-08,21,6,Saturday,True,2026-06-24 00:14:59.277238
2021-08-22,20210822,2021,3,Q3,8,August,Aug,2021-08,22,7,Sunday,True,2026-06-24 00:14:59.277238
2021-08-23,20210823,2021,3,Q3,8,August,Aug,2021-08,23,1,Monday,False,2026-06-24 00:14:59.277238
2021-08-24,20210824,2021,3,Q3,8,August,Aug,2021-08,24,2,Tuesday,False,2026-06-24 00:14:59.277238
2021-08-25,20210825,2021,3,Q3,8,August,Aug,2021-08,25,3,Wednesday,False,2026-06-24 00:14:59.277238
2021-08-26,20210826,2021,3,Q3,8,August,Aug,2021-08,26,4,Thursday,False,2026-06-24 00:14:59.277238
2021-08-27,20210827,2021,3,Q3,8,August,Aug,2021-08,27,5,Friday,False,2026-06-24 00:14:59.277238
2021-08-28,20210828,2021,3,Q3,8,August,Aug,2021-08,28,6,Saturday,True,2026-06-24 00:14:59.277238
2021-08-29,20210829,2021,3,Q3,8,August,Aug,2021-08,29,7,Sunday,True,2026-06-24 00:14:59.277238
2021-08-30,20210830,2021,3,Q3,8,August,Aug,2021-08,30,1,Monday,False,2026-06-24 00:14:59.277238
2021-08-31,20210831,2021,3,Q3,8,August,Aug,2021-08,31,2,Tuesday,False,2026-06-24 00:14:59.277238
2021-09-01,20210901,2021,3,Q3,9,September,Sep,2021-09,1,3,Wednesday,False,2026-06-24 00:14:59.277238
2021-09-02,20210902,2021,3,Q3,9,September,Sep,2021-09,2,4,Thursday,False,2026-06-24 00:14:59.277238
2021-09-03,20210903,2021,3,Q3,9,September,Sep,2021-09,3,5,Friday,False,2026-06-24 00:14:59.277238
2021-09-04,20210904,2021,3,Q3,9,September,Sep,2021-09,4,6,Saturday,True,2026-06-24 00:14:59.277238
2021-09-05,20210905,2021,3,Q3,9,September,Sep,2021-09,5,7,Sunday,True,2026-06-24 00:14:59.277238
2021-09-06,20210906,2021,3,Q3,9,September,Sep,2021-09,6,1,Monday,False,2026-06-24 00:14:59.277238
2021-09-07,20210907,2021,3,Q3,9,September,Sep,2021-09,7,2,Tuesday,False,2026-06-24 00:14:59.277238
2021-09-08,20210908,2021,3,Q3,9,September,Sep,2021-09,8,3,Wednesday,False,2026-06-24 00:14:59.277238
2021-09-09,20210909,2021,3,Q3,9,September,Sep,2021-09,9,4,Thursday,False,2026-06-24 00:14:59.277238
2021-09-10,20210910,2021,3,Q3,9,September,Sep,2021-09,10,5,Friday,False,2026-06-24 00:14:59.277238
2021-09-11,20210911,2021,3,Q3,9,September,Sep,2021-09,11,6,Saturday,True,2026-06-24 00:14:59.277238
2021-09-12,20210912,2021,3,Q3,9,September,Sep,2021-09,12,7,Sunday,True,2026-06-24 00:14:59.277238
2021-09-13,20210913,2021,3,Q3,9,September,Sep,2021-09,13,1,Monday,False,2026-06-24 00:14:59.277238
2021-09-14,20210914,2021,3,Q3,9,September,Sep,2021-09,14,2,Tuesday,False,2026-06-24 00:14:59.277238
2021-09-15,20210915,2021,3,Q3,9,September,Sep,2021-09,15,3,Wednesday,False,2026-06-24 00:14:59.277238
2021-09-16,20210916,2021,3,Q3,9,September,Sep,2021-09,16,4,Thursday,False,2026-06-24 00:14:59.277238
2021-09-17,20210917,2021,3,Q3,9,September,Sep,2021-09,17,5,Friday,False,2026-06-24 00:14:59.277238
2021-09-18,20210918,2021,3,Q3,9,September,Sep,2021-09,18,6,Saturday,True,2026-06-24 00:14:59.277238
2021-09-19,20210919,2021,3,Q3,9,September,Sep,2021-09,19,7,Sunday,True,2026-06-24 00:14:59.277238
2021-09-20,20210920,2021,3,Q3,9,September,Sep,2021-09,20,1,Monday,False,2026-06-24 00:14:59.277238
2021-09-21,20210921,2021,3,Q3,9,September,Sep,2021-09,21,2,Tuesday,False,2026-06-24 00:14:59.277238
2021-09-22,20210922,2021,3,Q3,9,September,Sep,2021-09,22,3,Wednesday,False,2026-06-24 00:14:59.277238
2021-09-23,20210923,2021,3,Q3,9,September,Sep,2021-09,23,4,Thursday,False,2026-06-24 00:14:59.277238
2021-09-24,20210924,2021,3,Q3,9,September,Sep,2021-09,24,5,Friday,False,2026-06-24 00:14:59.277238
2021-09-25,20210925,2021,3,Q3,9,September,Sep,2021-09,25,6,Saturday,True,2026-06-24 00:14:59.277238
2021-09-26,20210926,2021,3,Q3,9,September,Sep,2021-09,26,7,Sunday,True,2026-06-24 00:14:59.277238
2021-09-27,20210927,2021,3,Q3,9,September,Sep,2021-09,27,1,Monday,False,2026-06-24 00:14:59.277238
2021-09-28,20210928,2021,3,Q3,9,September,Sep,2021-09,28,2,Tuesday,False,2026-06-24 00:14:59.277238
2021-09-29,20210929,2021,3,Q3,9,September,Sep,2021-09,29,3,Wednesday,False,2026-06-24 00:14:59.277238
2021-09-30,20210930,2021,3,Q3,9,September,Sep,2021-09,30,4,Thursday,False,2026-06-24 00:14:59.277238
2021-10-01,20211001,2021,4,Q4,10,October,Oct,2021-10,1,5,Friday,False,2026-06-24 00:14:59.277238
2021-10-02,20211002,2021,4,Q4,10,October,Oct,2021-10,2,6,Saturday,True,2026-06-24 00:14:59.277238
2021-10-03,20211003,2021,4,Q4,10,October,Oct,2021-10,3,7,Sunday,True,2026-06-24 00:14:59.277238
2021-10-04,20211004,2021,4,Q4,10,October,Oct,2021-10,4,1,Monday,False,2026-06-24 00:14:59.277238
2021-10-05,20211005,2021,4,Q4,10,October,Oct,2021-10,5,2,Tuesday,False,2026-06-24 00:14:59.277238
2021-10-06,20211006,2021,4,Q4,10,October,Oct,2021-10,6,3,Wednesday,False,2026-06-24 00:14:59.277238
2021-10-07,20211007,2021,4,Q4,10,October,Oct,2021-10,7,4,Thursday,False,2026-06-24 00:14:59.277238
2021-10-08,20211008,2021,4,Q4,10,October,Oct,2021-10,8,5,Friday,False,2026-06-24 00:14:59.277238
2021-10-09,20211009,2021,4,Q4,10,October,Oct,2021-10,9,6,Saturday,True,2026-06-24 00:14:59.277238
2021-10-10,20211010,2021,4,Q4,10,October,Oct,2021-10,10,7,Sunday,True,2026-06-24 00:14:59.277238
2021-10-11,20211011,2021,4,Q4,10,October,Oct,2021-10,11,1,Monday,False,2026-06-24 00:14:59.277238
2021-10-12,20211012,2021,4,Q4,10,October,Oct,2021-10,12,2,Tuesday,False,2026-06-24 00:14:59.277238
2021-10-13,20211013,2021,4,Q4,10,October,Oct,2021-10,13,3,Wednesday,False,2026-06-24 00:14:59.277238
2021-10-14,20211014,2021,4,Q4,10,October,Oct,2021-10,14,4,Thursday,False,2026-06-24 00:14:59.277238
2021-10-15,20211015,2021,4,Q4,10,October,Oct,2021-10,15,5,Friday,False,2026-06-24 00:14:59.277238
2021-10-16,20211016,2021,4,Q4,10,October,Oct,2021-10,16,6,Saturday,True,2026-06-24 00:14:59.277238
2021-10-17,20211017,2021,4,Q4,10,October,Oct,2021-10,17,7,Sunday,True,2026-06-24 00:14:59.277238
2021-10-18,20211018,2021,4,Q4,10,October,Oct,2021-10,18,1,Monday,False,2026-06-24 00:14:59.277238
2021-10-19,20211019,2021,4,Q4,10,October,Oct,2021-10,19,2,Tuesday,False,2026-06-24 00:14:59.277238
2021-10-20,20211020,2021,4,Q4,10,October,Oct,2021-10,20,3,Wednesday,False,2026-06-24 00:14:59.277238
2021-10-21,20211021,2021,4,Q4,10,October,Oct,2021-10,21,4,Thursday,False,2026-06-24 00:14:59.277238
2021-10-22,20211022,2021,4,Q4,10,October,Oct,2021-10,22,5,Friday,False,2026-06-24 00:14:59.277238
2021-10-23,20211023,2021,4,Q4,10,October,Oct,2021-10,23,6,Saturday,True,2026-06-24 00:14:59.277238
2021-10-24,20211024,2021,4,Q4,10,October,Oct,2021-10,24,7,Sunday,True,2026-06-24 00:14:59.277238
2021-10-25,20211025,2021,4,Q4,10,October,Oct,2021-10,25,1,Monday,False,2026-06-24 00:14:59.277238
2021-10-26,20211026,2021,4,Q4,10,October,Oct,2021-10,26,2,Tuesday,False,2026-06-24 00:14:59.277238
2021-10-27,20211027,2021,4,Q4,10,October,Oct,2021-10,27,3,Wednesday,False,2026-06-24 00:14:59.277238
2021-10-28,20211028,2021,4,Q4,10,October,Oct,2021-10,28,4,Thursday,False,2026-06-24 00:14:59.277238
2021-10-29,20211029,2021,4,Q4,10,October,Oct,2021-10,29,5,Friday,False,2026-06-24 00:14:59.277238
2021-10-30,20211030,2021,4,Q4,10,October,Oct,2021-10,30,6,Saturday,True,2026-06-24 00:14:59.277238
2021-10-31,20211031,2021,4,Q4,10,October,Oct,2021-10,31,7,Sunday,True,2026-06-24 00:14:59.277238
2021-11-01,20211101,2021,4,Q4,11,November,Nov,2021-11,1,1,Monday,False,2026-06-24 00:14:59.277238
2021-11-02,20211102,2021,4,Q4,11,November,Nov,2021-11,2,2,Tuesday,False,2026-06-24 00:14:59.277238
2021-11-03,20211103,2021,4,Q4,11,November,Nov,2021-11,3,3,Wednesday,False,2026-06-24 00:14:59.277238
2021-11-04,20211104,2021,4,Q4,11,November,Nov,2021-11,4,4,Thursday,False,2026-06-24 00:14:59.277238
2021-11-05,20211105,2021,4,Q4,11,November,Nov,2021-11,5,5,Friday,False,2026-06-24 00:14:59.277238
2021-11-06,20211106,2021,4,Q4,11,November,Nov,2021-11,6,6,Saturday,True,2026-06-24 00:14:59.277238
2021-11-07,20211107,2021,4,Q4,11,November,Nov,2021-11,7,7,Sunday,True,2026-06-24 00:14:59.277238
2021-11-08,20211108,2021,4,Q4,11,November,Nov,2021-11,8,1,Monday,False,2026-06-24 00:14:59.277238
2021-11-09,20211109,2021,4,Q4,11,November,Nov,2021-11,9,2,Tuesday,False,2026-06-24 00:14:59.277238
2021-11-10,20211110,2021,4,Q4,11,November,Nov,2021-11,10,3,Wednesday,False,2026-06-24 00:14:59.277238
2021-11-11,20211111,2021,4,Q4,11,November,Nov,2021-11,11,4,Thursday,False,2026-06-24 00:14:59.277238
2021-11-12,20211112,2021,4,Q4,11,November,Nov,2021-11,12,5,Friday,False,2026-06-24 00:14:59.277238
2021-11-13,20211113,2021,4,Q4,11,November,Nov,2021-11,13,6,Saturday,True,2026-06-24 00:14:59.277238
2021-11-14,20211114,2021,4,Q4,11,November,Nov,2021-11,14,7,Sunday,True,2026-06-24 00:14:59.277238
2021-11-15,20211115,2021,4,Q4,11,November,Nov,2021-11,15,1,Monday,False,2026-06-24 00:14:59.277238
2021-11-16,20211116,2021,4,Q4,11,November,Nov,2021-11,16,2,Tuesday,False,2026-06-24 00:14:59.277238
2021-11-17,20211117,2021,4,Q4,11,November,Nov,2021-11,17,3,Wednesday,False,2026-06-24 00:14:59.277238
2021-11-18,20211118,2021,4,Q4,11,November,Nov,2021-11,18,4,Thursday,False,2026-06-24 00:14:59.277238
2021-11-19,20211119,2021,4,Q4,11,November,Nov,2021-11,19,5,Friday,False,2026-06-24 00:14:59.277238
2021-11-20,20211120,2021,4,Q4,11,November,Nov,2021-11,20,6,Saturday,True,2026-06-24 00:14:59.277238
2021-11-21,20211121,2021,4,Q4,11,November,Nov,2021-11,21,7,Sunday,True,2026-06-24 00:14:59.277238
2021-11-22,20211122,2021,4,Q4,11,November,Nov,2021-11,22,1,Monday,False,2026-06-24 00:14:59.277238
2021-11-23,20211123,2021,4,Q4,11,November,Nov,2021-11,23,2,Tuesday,False,2026-06-24 00:14:59.277238
2021-11-24,20211124,2021,4,Q4,11,November,Nov,2021-11,24,3,Wednesday,False,2026-06-24 00:14:59.277238
2021-11-25,20211125,2021,4,Q4,11,November,Nov,2021-11,25,4,Thursday,False,2026-06-24 00:14:59.277238
2021-11-26,20211126,2021,4,Q4,11,November,Nov,2021-11,26,5,Friday,False,2026-06-24 00:14:59.277238
2021-11-27,20211127,2021,4,Q4,11,November,Nov,2021-11,27,6,Saturday,True,2026-06-24 00:14:59.277238
2021-11-28,20211128,2021,4,Q4,11,November,Nov,2021-11,28,7,Sunday,True,2026-06-24 00:14:59.277238
2021-11-29,20211129,2021,4,Q4,11,November,Nov,2021-11,29,1,Monday,False,2026-06-24 00:14:59.277238
2021-11-30,20211130,2021,4,Q4,11,November,Nov,2021-11,30,2,Tuesday,False,2026-06-24 00:14:59.277238
2021-12-01,20211201,2021,4,Q4,12,December,Dec,2021-12,1,3,Wednesday,False,2026-06-24 00:14:59.277238
2021-12-02,20211202,2021,4,Q4,12,December,Dec,2021-12,2,4,Thursday,False,2026-06-24 00:14:59.277238
2021-12-03,20211203,2021,4,Q4,12,December,Dec,2021-12,3,5,Friday,False,2026-06-24 00:14:59.277238
2021-12-04,20211204,2021,4,Q4,12,December,Dec,2021-12,4,6,Saturday,True,2026-06-24 00:14:59.277238
2021-12-05,20211205,2021,4,Q4,12,December,Dec,2021-12,5,7,Sunday,True,2026-06-24 00:14:59.277238
2021-12-06,20211206,2021,4,Q4,12,December,Dec,2021-12,6,1,Monday,False,2026-06-24 00:14:59.277238
2021-12-07,20211207,2021,4,Q4,12,December,Dec,2021-12,7,2,Tuesday,False,2026-06-24 00:14:59.277238
2021-12-08,20211208,2021,4,Q4,12,December,Dec,2021-12,8,3,Wednesday,False,2026-06-24 00:14:59.277238
2021-12-09,20211209,2021,4,Q4,12,December,Dec,2021-12,9,4,Thursday,False,2026-06-24 00:14:59.277238
2021-12-10,20211210,2021,4,Q4,12,December,Dec,2021-12,10,5,Friday,False,2026-06-24 00:14:59.277238
2021-12-11,20211211,2021,4,Q4,12,December,Dec,2021-12,11,6,Saturday,True,2026-06-24 00:14:59.277238
2021-12-12,20211212,2021,4,Q4,12,December,Dec,2021-12,12,7,Sunday,True,2026-06-24 00:14:59.277238
2021-12-13,20211213,2021,4,Q4,12,December,Dec,2021-12,13,1,Monday,False,2026-06-24 00:14:59.277238
2021-12-14,20211214,2021,4,Q4,12,December,Dec,2021-12,14,2,Tuesday,False,2026-06-24 00:14:59.277238
2021-12-15,20211215,2021,4,Q4,12,December,Dec,2021-12,15,3,Wednesday,False,2026-06-24 00:14:59.277238
2021-12-16,20211216,2021,4,Q4,12,December,Dec,2021-12,16,4,Thursday,False,2026-06-24 00:14:59.277238
2021-12-17,20211217,2021,4,Q4,12,December,Dec,2021-12,17,5,Friday,False,2026-06-24 00:14:59.277238
2021-12-18,20211218,2021,4,Q4,12,December,Dec,2021-12,18,6,Saturday,True,2026-06-24 00:14:59.277238
2021-12-19,20211219,2021,4,Q4,12,December,Dec,2021-12,19,7,Sunday,True,2026-06-24 00:14:59.277238
2021-12-20,20211220,2021,4,Q4,12,December,Dec,2021-12,20,1,Monday,False,2026-06-24 00:14:59.277238
2021-12-21,20211221,2021,4,Q4,12,December,Dec,2021-12,21,2,Tuesday,False,2026-06-24 00:14:59.277238
2021-12-22,20211222,2021,4,Q4,12,December,Dec,2021-12,22,3,Wednesday,False,2026-06-24 00:14:59.277238
2021-12-23,20211223,2021,4,Q4,12,December,Dec,2021-12,23,4,Thursday,False,2026-06-24 00:14:59.277238
2021-12-24,20211224,2021,4,Q4,12,December,Dec,2021-12,24,5,Friday,False,2026-06-24 00:14:59.277238
2021-12-25,20211225,2021,4,Q4,12,December,Dec,2021-12,25,6,Saturday,True,2026-06-24 00:14:59.277238
2021-12-26,20211226,2021,4,Q4,12,December,Dec,2021-12,26,7,Sunday,True,2026-06-24 00:14:59.277238
2021-12-27,20211227,2021,4,Q4,12,December,Dec,2021-12,27,1,Monday,False,2026-06-24 00:14:59.277238
2021-12-28,20211228,2021,4,Q4,12,December,Dec,2021-12,28,2,Tuesday,False,2026-06-24 00:14:59.277238
2021-12-29,20211229,2021,4,Q4,12,December,Dec,2021-12,29,3,Wednesday,False,2026-06-24 00:14:59.277238
2021-12-30,20211230,2021,4,Q4,12,December,Dec,2021-12,30,4,Thursday,False,2026-06-24 00:14:59.277238
2021-12-31,20211231,2021,4,Q4,12,December,Dec,2021-12,31,5,Friday,False,2026-06-24 00:14:59.277238
2022-01-01,20220101,2022,1,Q1,1,January,Jan,2022-01,1,6,Saturday,True,2026-06-24 00:14:59.277238
2022-01-02,20220102,2022,1,Q1,1,January,Jan,2022-01,2,7,Sunday,True,2026-06-24 00:14:59.277238
2022-01-03,20220103,2022,1,Q1,1,January,Jan,2022-01,3,1,Monday,False,2026-06-24 00:14:59.277238
2022-01-04,20220104,2022,1,Q1,1,January,Jan,2022-01,4,2,Tuesday,False,2026-06-24 00:14:59.277238
2022-01-05,20220105,2022,1,Q1,1,January,Jan,2022-01,5,3,Wednesday,False,2026-06-24 00:14:59.277238
2022-01-06,20220106,2022,1,Q1,1,January,Jan,2022-01,6,4,Thursday,False,2026-06-24 00:14:59.277238
2022-01-07,20220107,2022,1,Q1,1,January,Jan,2022-01,7,5,Friday,False,2026-06-24 00:14:59.277238
2022-01-08,20220108,2022,1,Q1,1,January,Jan,2022-01,8,6,Saturday,True,2026-06-24 00:14:59.277238
2022-01-09,20220109,2022,1,Q1,1,January,Jan,2022-01,9,7,Sunday,True,2026-06-24 00:14:59.277238
2022-01-10,20220110,2022,1,Q1,1,January,Jan,2022-01,10,1,Monday,False,2026-06-24 00:14:59.277238
2022-01-11,20220111,2022,1,Q1,1,January,Jan,2022-01,11,2,Tuesday,False,2026-06-24 00:14:59.277238
2022-01-12,20220112,2022,1,Q1,1,January,Jan,2022-01,12,3,Wednesday,False,2026-06-24 00:14:59.277238
2022-01-13,20220113,2022,1,Q1,1,January,Jan,2022-01,13,4,Thursday,False,2026-06-24 00:14:59.277238
2022-01-14,20220114,2022,1,Q1,1,January,Jan,2022-01,14,5,Friday,False,2026-06-24 00:14:59.277238
2022-01-15,20220115,2022,1,Q1,1,January,Jan,2022-01,15,6,Saturday,True,2026-06-24 00:14:59.277238
2022-01-16,20220116,2022,1,Q1,1,January,Jan,2022-01,16,7,Sunday,True,2026-06-24 00:14:59.277238
2022-01-17,20220117,2022,1,Q1,1,January,Jan,2022-01,17,1,Monday,False,2026-06-24 00:14:59.277238
2022-01-18,20220118,2022,1,Q1,1,January,Jan,2022-01,18,2,Tuesday,False,2026-06-24 00:14:59.277238
2022-01-19,20220119,2022,1,Q1,1,January,Jan,2022-01,19,3,Wednesday,False,2026-06-24 00:14:59.277238
2022-01-20,20220120,2022,1,Q1,1,January,Jan,2022-01,20,4,Thursday,False,2026-06-24 00:14:59.277238
2022-01-21,20220121,2022,1,Q1,1,January,Jan,2022-01,21,5,Friday,False,2026-06-24 00:14:59.277238
2022-01-22,20220122,2022,1,Q1,1,January,Jan,2022-01,22,6,Saturday,True,2026-06-24 00:14:59.277238
2022-01-23,20220123,2022,1,Q1,1,January,Jan,2022-01,23,7,Sunday,True,2026-06-24 00:14:59.277238
2022-01-24,20220124,2022,1,Q1,1,January,Jan,2022-01,24,1,Monday,False,2026-06-24 00:14:59.277238
2022-01-25,20220125,2022,1,Q1,1,January,Jan,2022-01,25,2,Tuesday,False,2026-06-24 00:14:59.277238
2022-01-26,20220126,2022,1,Q1,1,January,Jan,2022-01,26,3,Wednesday,False,2026-06-24 00:14:59.277238
2022-01-27,20220127,2022,1,Q1,1,January,Jan,2022-01,27,4,Thursday,False,2026-06-24 00:14:59.277238
2022-01-28,20220128,2022,1,Q1,1,January,Jan,2022-01,28,5,Friday,False,2026-06-24 00:14:59.277238
2022-01-29,20220129,2022,1,Q1,1,January,Jan,2022-01,29,6,Saturday,True,2026-06-24 00:14:59.277238
2022-01-30,20220130,2022,1,Q1,1,January,Jan,2022-01,30,7,Sunday,True,2026-06-24 00:14:59.277238
2022-01-31,20220131,2022,1,Q1,1,January,Jan,2022-01,31,1,Monday,False,2026-06-24 00:14:59.277238
2022-02-01,20220201,2022,1,Q1,2,February,Feb,2022-02,1,2,Tuesday,False,2026-06-24 00:14:59.277238
2022-02-02,20220202,2022,1,Q1,2,February,Feb,2022-02,2,3,Wednesday,False,2026-06-24 00:14:59.277238
2022-02-03,20220203,2022,1,Q1,2,February,Feb,2022-02,3,4,Thursday,False,2026-06-24 00:14:59.277238
2022-02-04,20220204,2022,1,Q1,2,February,Feb,2022-02,4,5,Friday,False,2026-06-24 00:14:59.277238
2022-02-05,20220205,2022,1,Q1,2,February,Feb,2022-02,5,6,Saturday,True,2026-06-24 00:14:59.277238
2022-02-06,20220206,2022,1,Q1,2,February,Feb,2022-02,6,7,Sunday,True,2026-06-24 00:14:59.277238
2022-02-07,20220207,2022,1,Q1,2,February,Feb,2022-02,7,1,Monday,False,2026-06-24 00:14:59.277238
2022-02-08,20220208,2022,1,Q1,2,February,Feb,2022-02,8,2,Tuesday,False,2026-06-24 00:14:59.277238
2022-02-09,20220209,2022,1,Q1,2,February,Feb,2022-02,9,3,Wednesday,False,2026-06-24 00:14:59.277238
2022-02-10,20220210,2022,1,Q1,2,February,Feb,2022-02,10,4,Thursday,False,2026-06-24 00:14:59.277238
2022-02-11,20220211,2022,1,Q1,2,February,Feb,2022-02,11,5,Friday,False,2026-06-24 00:14:59.277238
2022-02-12,20220212,2022,1,Q1,2,February,Feb,2022-02,12,6,Saturday,True,2026-06-24 00:14:59.277238
2022-02-13,20220213,2022,1,Q1,2,February,Feb,2022-02,13,7,Sunday,True,2026-06-24 00:14:59.277238
2022-02-14,20220214,2022,1,Q1,2,February,Feb,2022-02,14,1,Monday,False,2026-06-24 00:14:59.277238
2022-02-15,20220215,2022,1,Q1,2,February,Feb,2022-02,15,2,Tuesday,False,2026-06-24 00:14:59.277238
2022-02-16,20220216,2022,1,Q1,2,February,Feb,2022-02,16,3,Wednesday,False,2026-06-24 00:14:59.277238
2022-02-17,20220217,2022,1,Q1,2,February,Feb,2022-02,17,4,Thursday,False,2026-06-24 00:14:59.277238
2022-02-18,20220218,2022,1,Q1,2,February,Feb,2022-02,18,5,Friday,False,2026-06-24 00:14:59.277238
2022-02-19,20220219,2022,1,Q1,2,February,Feb,2022-02,19,6,Saturday,True,2026-06-24 00:14:59.277238
2022-02-20,20220220,2022,1,Q1,2,February,Feb,2022-02,20,7,Sunday,True,2026-06-24 00:14:59.277238
2022-02-21,20220221,2022,1,Q1,2,February,Feb,2022-02,21,1,Monday,False,2026-06-24 00:14:59.277238
2022-02-22,20220222,2022,1,Q1,2,February,Feb,2022-02,22,2,Tuesday,False,2026-06-24 00:14:59.277238
2022-02-23,20220223,2022,1,Q1,2,February,Feb,2022-02,23,3,Wednesday,False,2026-06-24 00:14:59.277238
2022-02-24,20220224,2022,1,Q1,2,February,Feb,2022-02,24,4,Thursday,False,2026-06-24 00:14:59.277238
2022-02-25,20220225,2022,1,Q1,2,February,Feb,2022-02,25,5,Friday,False,2026-06-24 00:14:59.277238
2022-02-26,20220226,2022,1,Q1,2,February,Feb,2022-02,26,6,Saturday,True,2026-06-24 00:14:59.277238
2022-02-27,20220227,2022,1,Q1,2,February,Feb,2022-02,27,7,Sunday,True,2026-06-24 00:14:59.277238
2022-02-28,20220228,2022,1,Q1,2,February,Feb,2022-02,28,1,Monday,False,2026-06-24 00:14:59.277238
2022-03-01,20220301,2022,1,Q1,3,March,Mar,2022-03,1,2,Tuesday,False,2026-06-24 00:14:59.277238
2022-03-02,20220302,2022,1,Q1,3,March,Mar,2022-03,2,3,Wednesday,False,2026-06-24 00:14:59.277238
2022-03-03,20220303,2022,1,Q1,3,March,Mar,2022-03,3,4,Thursday,False,2026-06-24 00:14:59.277238
2022-03-04,20220304,2022,1,Q1,3,March,Mar,2022-03,4,5,Friday,False,2026-06-24 00:14:59.277238
2022-03-05,20220305,2022,1,Q1,3,March,Mar,2022-03,5,6,Saturday,True,2026-06-24 00:14:59.277238
2022-03-06,20220306,2022,1,Q1,3,March,Mar,2022-03,6,7,Sunday,True,2026-06-24 00:14:59.277238
2022-03-07,20220307,2022,1,Q1,3,March,Mar,2022-03,7,1,Monday,False,2026-06-24 00:14:59.277238
2022-03-08,20220308,2022,1,Q1,3,March,Mar,2022-03,8,2,Tuesday,False,2026-06-24 00:14:59.277238
2022-03-09,20220309,2022,1,Q1,3,March,Mar,2022-03,9,3,Wednesday,False,2026-06-24 00:14:59.277238
2022-03-10,20220310,2022,1,Q1,3,March,Mar,2022-03,10,4,Thursday,False,2026-06-24 00:14:59.277238
2022-03-11,20220311,2022,1,Q1,3,March,Mar,2022-03,11,5,Friday,False,2026-06-24 00:14:59.277238
2022-03-12,20220312,2022,1,Q1,3,March,Mar,2022-03,12,6,Saturday,True,2026-06-24 00:14:59.277238
2022-03-13,20220313,2022,1,Q1,3,March,Mar,2022-03,13,7,Sunday,True,2026-06-24 00:14:59.277238
2022-03-14,20220314,2022,1,Q1,3,March,Mar,2022-03,14,1,Monday,False,2026-06-24 00:14:59.277238
2022-03-15,20220315,2022,1,Q1,3,March,Mar,2022-03,15,2,Tuesday,False,2026-06-24 00:14:59.277238
2022-03-16,20220316,2022,1,Q1,3,March,Mar,2022-03,16,3,Wednesday,False,2026-06-24 00:14:59.277238
2022-03-17,20220317,2022,1,Q1,3,March,Mar,2022-03,17,4,Thursday,False,2026-06-24 00:14:59.277238
2022-03-18,20220318,2022,1,Q1,3,March,Mar,2022-03,18,5,Friday,False,2026-06-24 00:14:59.277238
2022-03-19,20220319,2022,1,Q1,3,March,Mar,2022-03,19,6,Saturday,True,2026-06-24 00:14:59.277238
2022-03-20,20220320,2022,1,Q1,3,March,Mar,2022-03,20,7,Sunday,True,2026-06-24 00:14:59.277238
2022-03-21,20220321,2022,1,Q1,3,March,Mar,2022-03,21,1,Monday,False,2026-06-24 00:14:59.277238
2022-03-22,20220322,2022,1,Q1,3,March,Mar,2022-03,22,2,Tuesday,False,2026-06-24 00:14:59.277238
2022-03-23,20220323,2022,1,Q1,3,March,Mar,2022-03,23,3,Wednesday,False,2026-06-24 00:14:59.277238
2022-03-24,20220324,2022,1,Q1,3,March,Mar,2022-03,24,4,Thursday,False,2026-06-24 00:14:59.277238
2022-03-25,20220325,2022,1,Q1,3,March,Mar,2022-03,25,5,Friday,False,2026-06-24 00:14:59.277238
2022-03-26,20220326,2022,1,Q1,3,March,Mar,2022-03,26,6,Saturday,True,2026-06-24 00:14:59.277238
2022-03-27,20220327,2022,1,Q1,3,March,Mar,2022-03,27,7,Sunday,True,2026-06-24 00:14:59.277238
2022-03-28,20220328,2022,1,Q1,3,March,Mar,2022-03,28,1,Monday,False,2026-06-24 00:14:59.277238
2022-03-29,20220329,2022,1,Q1,3,March,Mar,2022-03,29,2,Tuesday,False,2026-06-24 00:14:59.277238
2022-03-30,20220330,2022,1,Q1,3,March,Mar,2022-03,30,3,Wednesday,False,2026-06-24 00:14:59.277238
2022-03-31,20220331,2022,1,Q1,3,March,Mar,2022-03,31,4,Thursday,False,2026-06-24 00:14:59.277238
2022-04-01,20220401,2022,2,Q2,4,April,Apr,2022-04,1,5,Friday,False,2026-06-24 00:14:59.277238
2022-04-02,20220402,2022,2,Q2,4,April,Apr,2022-04,2,6,Saturday,True,2026-06-24 00:14:59.277238
2022-04-03,20220403,2022,2,Q2,4,April,Apr,2022-04,3,7,Sunday,True,2026-06-24 00:14:59.277238
2022-04-04,20220404,2022,2,Q2,4,April,Apr,2022-04,4,1,Monday,False,2026-06-24 00:14:59.277238
2022-04-05,20220405,2022,2,Q2,4,April,Apr,2022-04,5,2,Tuesday,False,2026-06-24 00:14:59.277238
